Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,Unnamed: 16,Unnamed: 17,Unnamed: 18
1432337662615097346,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,José Gutiérrez,IquiqueJuan,2021-08-30T13:41:24.000Z,Mon Aug 30 13:41:24 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432324696696033284,rt republicagt tráficogt provial confirma percance vial km ruta elsalvador ca oriente jurisdicción pueblo nuevo vias santa rosa colisión picop ocasiona solo daos materiales obstruye carril izquierdo dirección oriente,Luis García,LuisGarciaM2,2021-08-30T12:49:53.000Z,Mon Aug 30 12:49:53 +0000 2021,0,0,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,3,0,video,https://video.twimg.com/ext_tw_video/1432323421157957635/pu/pl/hJHiWC-cvGN2QyIa.m3u8?tag=12&container=fmp4,,,
1432324566806839298,tráficogt provial confirma percance vial km ruta elsalvador ca oriente jurisdicción pueblo nuevo vias santa rosa colisión picop ocasiona solo daos materiales obstruye carril izquierdo dirección oriente,República.,republicagt,2021-08-30T12:49:22.000Z,Mon Aug 30 12:49:22 +0000 2021,1,1,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,3,0,video,https://video.twimg.com/ext_tw_video/1432323421157957635/pu/pl/hJHiWC-cvGN2QyIa.m3u8?tag=12&container=fmp4,,,
1432322793706827781,tráficogt provial informa percance vial km ruta elsalvador ca oriente jurisdicción pueblo nuevo vias santarosa colisión picop ocasiona daos materiales obstruye carril izquierdo dirección oriente,República.,republicagt,2021-08-30T12:42:19.000Z,Mon Aug 30 12:42:19 +0000 2021,6,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,3,0,video,https://video.twimg.com/ext_tw_video/1432321740588437504/pu/pl/yv3a_EcEWMEXDbsH.m3u8?tag=12&container=fmp4,,,
1432322295834554371,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Marvin Castro,Marvin_170315,2021-08-30T12:40:21.000Z,Mon Aug 30 12:40:21 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432320644495122435,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Monica,monicapeques,2021-08-30T12:33:47.000Z,Mon Aug 30 12:33:47 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432316743637164035,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Matias & Simon #comemosfrijoles,matiasysimon,2021-08-30T12:18:17.000Z,Mon Aug 30 12:18:17 +0000 2021,0,0,es,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432314669755162627,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,karola M,LemCarolina,2021-08-30T12:10:03.000Z,Mon Aug 30 12:10:03 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432313500421001220,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,marvin argueta,marvinargueta2,2021-08-30T12:05:24.000Z,Mon Aug 30 12:05:24 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432312809694564358,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,eswin giron,eswin_giron,2021-08-30T12:02:39.000Z,Mon Aug 30 12:02:39 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432311108489076740,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Jimsh,Jimsh78,2021-08-30T11:55:53.000Z,Mon Aug 30 11:55:53 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432306787122917383,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Amarilis Estrada,Sae86Estra,2021-08-30T11:38:43.000Z,Mon Aug 30 11:38:43 +0000 2021,0,0,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432304624921370626,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Giovanni Chavez,giochb,2021-08-30T11:30:08.000Z,Mon Aug 30 11:30:08 +0000 2021,0,0,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432301049134596101,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Lucrecia Vásquez,chinislvc,2021-08-30T11:15:55.000Z,Mon Aug 30 11:15:55 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432300151427698688,espero lunes fin mes iguales viernes fin mes traficogt,Alfred 🚭🚯🚱🚷,Carrua2,2021-08-30T11:12:21.000Z,Mon Aug 30 11:12:21 +0000 2021,1,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,3,0,animated_gif,https://video.twimg.com/tweet_video/E-CNZIjXIAE2uLe.mp4,,,
1432297950244397061,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Beatriz Samayoa,anabea_44,2021-08-30T11:03:36.000Z,Mon Aug 30 11:03:36 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432297233186230274,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Joselito,Joselit58965657,2021-08-30T11:00:45.000Z,Mon Aug 30 11:00:45 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432289160602263553,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,cat lover 😻😽😼,nana_pacha,2021-08-30T10:28:41.000Z,Mon Aug 30 10:28:41 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432287397090369539,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Luisa,Luisa36956804,2021-08-30T10:21:40.000Z,Mon Aug 30 10:21:40 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432286733492752388,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Jose F,josfelcap,2021-08-30T10:19:02.000Z,Mon Aug 30 10:19:02 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432266249652822017,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Rossana,Rossanachin2,2021-08-30T08:57:38.000Z,Mon Aug 30 08:57:38 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432265219368173575,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Alfredo Mendoza.,faomen,2021-08-30T08:53:33.000Z,Mon Aug 30 08:53:33 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432263590640226305,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Motus Anima,Manima59,2021-08-30T08:47:04.000Z,Mon Aug 30 08:47:04 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432262050684751872,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,G@b!©!t@ 💞💕,Gabylinda_33,2021-08-30T08:40:57.000Z,Mon Aug 30 08:40:57 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432261583682555912,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,isolina Mariza,isolina_mariza,2021-08-30T08:39:06.000Z,Mon Aug 30 08:39:06 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432244228533325825,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,sergio grijalva,seanigri2,2021-08-30T07:30:08.000Z,Mon Aug 30 07:30:08 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432237618377412611,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Ann Cas,AnnCas77,2021-08-30T07:03:52.000Z,Mon Aug 30 07:03:52 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432225688006836224,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,D@n¡,dannyespar,2021-08-30T06:16:28.000Z,Mon Aug 30 06:16:28 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432222850132365314,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Carlos Martinez,charlesmc_gt,2021-08-30T06:05:11.000Z,Mon Aug 30 06:05:11 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432221648476782594,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Alexander,alsiliezar,2021-08-30T06:00:25.000Z,Mon Aug 30 06:00:25 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432219108033114113,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Nathan,Nathantema2,2021-08-30T05:50:19.000Z,Mon Aug 30 05:50:19 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432218707170930688,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Rosario Flores,rosariof1980,2021-08-30T05:48:43.000Z,Mon Aug 30 05:48:43 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432218043166380037,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Luis gonzalez,luissgonzzalezz,2021-08-30T05:46:05.000Z,Mon Aug 30 05:46:05 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432217954020642817,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Enriqueta Cristina,EnriquetaCristi,2021-08-30T05:45:44.000Z,Mon Aug 30 05:45:44 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432216392477069313,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Ruben D Ruiz,rdbravesfan,2021-08-30T05:39:31.000Z,Mon Aug 30 05:39:31 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432216355089096709,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,✨Haydee Gudiel ن ✨,haydeegudiel,2021-08-30T05:39:23.000Z,Mon Aug 30 05:39:23 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432211034270470146,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,3R1C,Ek0561,2021-08-30T05:18:14.000Z,Mon Aug 30 05:18:14 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432210736680480769,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Alejandrin,RACRRCAR,2021-08-30T05:17:03.000Z,Mon Aug 30 05:17:03 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432208622130536449,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,raymundo ruano,raymundoruano,2021-08-30T05:08:39.000Z,Mon Aug 30 05:08:39 +0000 2021,0,0,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432208382501564418,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Jovi,jovibolanos,2021-08-30T05:07:42.000Z,Mon Aug 30 05:07:42 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432208195167064068,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Meme Ordoñez,ordonez_gt,2021-08-30T05:06:57.000Z,Mon Aug 30 05:06:57 +0000 2021,0,0,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
1432208037805178883,rt amilcarmontejo serviciosocialpersona desaparecida pasado agosto dirigía ciudad quetzal zona vestía pantalón negro lona zapatos formales negros camisa celeste gorra negra suéter colorespor angeleperea transitogt traficogt,Manuel,optimus312,2021-08-30T05:06:20.000Z,Mon Aug 30 05:06:20 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,1,photo,https://pbs.twimg.com/media/E-A1AMaWEAEKuR9.jpg,,,
